timestamp,open,high,low,close,volume
2022-01-28,37174.5,45000.0,30000.0,37737.7,281375.871
2022-01-29,37754.8,44000.0,32622.0,38143.2,225911.303
2022-01-30,38143.2,43000.0,33000.0,37906.4,207433.143
2022-01-31,37875.8,48758.5,30773.0,38463.5,236032.517
2022-02-01,38464.4,46804.0,27961.3,38701.7,254965.451
2022-02-02,38701.7,46826.7,32100.0,36917.5,231314.938
2022-02-03,36868.0,44558.5,30000.0,37278.0,253186.493
2022-02-04,37278.0,47805.3,32500.0,41553.8,242570.52
2022-02-05,41555.3,44500.0,34649.3,41392.5,212604.688
2022-02-06,41393.2,47000.0,35849.5,42401.5,189316.38
2022-02-07,42377.7,49325.4,36277.7,43840.7,239069.452
2022-02-08,43835.7,49794.6,30986.7,44029.0,256842.845
2022-02-09,44035.4,57295.4,31086.7,44382.3,248925.568
2022-02-10,44362.5,56834.4,31605.9,43493.9,253268.09
2022-02-11,43482.6,55680.0,30597.4,42384.0,251814.511
2022-02-12,42384.0,54354.8,30082.4,42209.0,215748.541
2022-02-13,42223.8,54925.0,29932.0,42059.6,197350.088
2022-02-14,42066.2,54141.0,29210.0,42551.9,235127.433
2022-02-15,42534.4,52500.0,39177.8,44543.4,221820.539
2022-02-16,44543.4,46005.5,39854.4,43877.0,213752.242
2022-02-17,43892.2,48277.3,36000.0,40528.1,254941.852
2022-02-18,40512.7,44223.4,31239.1,40407.8,231708.737
2022-02-19,40424.0,51815.8,28000.0,40079.6,176568.291
2022-02-20,40094.3,46870.0,32612.6,38361.1,229857.895
2022-02-21,38361.1,48836.9,32500.0,37007.9,274048.139
2022-02-22,37007.9,45000.0,34023.0,38236.3,274611.769
2022-02-23,38238.2,41359.2,28000.0,37241.8,257575.318
2022-02-24,37241.8,44369.0,27664.0,38323.6,311378.056
2022-02-25,38323.6,40000.0,28000.0,39212.9,288761.208
2022-02-26,39216.8,50000.0,31852.8,39118.9,225702.774
2022-02-27,39118.9,48930.0,26800.2,37689.1,230505.857
2022-02-28,37699.7,46448.9,33186.5,43150.3,271606.645
2022-03-01,43184.2,48960.0,39000.0,44414.7,272799.303
2022-03-02,44421.4,46000.0,36000.0,43906.6,272258.059
2022-03-03,43907.8,52520.9,30000.0,42462.2,238939.911
2022-03-04,42454.5,48588.9,32000.0,39136.4,288448.345
2022-03-05,39136.4,45285.4,34819.2,39392.6,226991.171
2022-03-06,39391.6,47999.0,32800.0,38415.7,242745.627
2022-03-07,38419.9,45285.4,29847.0,38026.4,286670.107
2022-03-08,38002.3,50000.0,35208.9,38735.7,291964.901
2022-03-09,38735.2,55000.0,35124.3,41951.0,259533.782
2022-03-10,41955.8,46556.6,33013.1,39424.0,278770.302
2022-03-11,39424.0,48751.2,28481.8,38730.4,277075.053
2022-03-12,38734.4,48000.0,31000.0,38803.0,200969.07
2022-03-13,38803.0,50000.0,27649.0,37773.5,199737.52
2022-03-14,37771.6,46177.9,26693.3,39668.1,241083.308
2022-03-15,39668.1,50085.1,28591.7,39295.8,224262.052
2022-03-16,39286.2,53122.2,27892.7,41119.2,238345.168
2022-03-17,41119.2,50000.0,31000.1,40914.0,205264.978
2022-03-18,40910.0,50000.0,29426.9,41789.6,201552.112
2022-03-19,41772.5,51232.9,32000.0,42209.2,173947.854
2022-03-20,42199.3,54300.9,32871.8,41260.6,183923.845
2022-03-21,41263.2,50666.7,29850.4,41004.5,208610.217
2022-03-22,41008.4,55467.4,30000.0,42366.7,205542.785
2022-03-23,42366.7,55425.4,29409.1,42901.9,189813.665
2022-03-24,42889.7,55553.5,30000.0,43995.1,196394.239
2022-03-25,44000.4,54122.7,31159.4,44316.6,196446.604
2022-03-26,44316.6,53600.0,33000.0,44520.3,145456.107
2022-03-27,44524.1,55101.7,31652.3,46846.0,156129.411
2022-03-28,46833.1,57539.7,33188.5,47100.5,185356.127
2022-03-29,47102.8,62000.0,33638.3,47423.8,164780.088
2022-03-30,47423.8,55000.0,41660.2,47058.8,175694.505
2022-03-31,47058.8,55000.0,43000.0,45529.9,183890.658
2022-04-01,45529.9,52000.0,43000.0,46285.3,206280.743
2022-04-02,46285.3,51500.0,43500.1,45801.1,188378.888
2022-04-03,45796.4,60000.0,43100.0,46407.4,169662.035
2022-04-04,46407.4,50574.1,43244.4,46601.3,201199.103
2022-04-05,46604.1,50400.0,32000.0,45501.1,185932.649
2022-04-06,45501.1,49000.0,35500.0,43180.7,224604.35
2022-04-07,43175.3,46800.0,41500.1,43460.0,211809.694
2022-04-08,43460.0,44649.9,41700.1,42284.8,204844.667
2022-04-09,42255.9,43900.0,41750.0,42763.6,137710.818
2022-04-10,42746.4,43681.8,41400.0,42171.8,148610.805
2022-04-11,42149.6,43200.0,35000.0,39528.0,223061.242
2022-04-12,39528.0,41880.4,38800.1,40060.6,212207.257
2022-04-13,40060.6,42011.0,39100.0,41140.0,196252.693
2022-04-14,41137.2,42000.0,38900.0,39925.3,175719.447
2022-04-15,39925.3,41000.0,39100.0,40557.3,151960.838
2022-04-16,40553.3,41196.9,39720.0,40371.4,132020.184
2022-04-17,40378.7,41119.9,39500.0,39688.8,141058.441
2022-04-18,39685.6,41488.9,38500.0,40798.9,203336.331
2022-04-19,40795.2,41998.9,39521.8,41493.2,184000.581
2022-04-20,41485.0,42499.9,40531.0,41352.8,188502.116
2022-04-21,41350.9,43800.0,39511.1,40492.9,218793.825
2022-04-22,40492.9,42697.5,39115.5,39713.3,218185.45
2022-04-23,39713.3,40493.7,39000.1,39434.3,151646.444
2022-04-24,39434.3,40493.5,39008.6,39470.9,165071.018
2022-04-25,39448.0,41199.9,38000.1,40422.4,240629.436
2022-04-26,40422.4,41199.9,37600.0,38123.0,223745.693
2022-04-27,38117.3,39500.0,37620.0,39230.3,238368.99
2022-04-28,39249.0,41995.1,37700.1,39745.2,220333.179
2022-04-29,39745.2,41550.0,37950.8,38584.9,224153.994
2022-04-30,38602.7,39399.6,37327.2,37674.3,170327.166
2022-05-01,37674.3,39399.6,37299.0,38474.2,204250.978
2022-05-02,38489.1,39408.6,37850.0,38529.6,229759.885
2022-05-03,38524.2,39079.9,37004.6,37727.8,189891.128
2022-05-04,37730.7,41399.9,37486.6,39686.3,207634.82
2022-05-05,39688.6,41399.9,35017.4,36544.3,244268.681
2022-05-06,36553.0,37419.9,35100.0,36011.6,251883.438
2022-05-07,36019.2,37000.0,34717.4,35477.9,166025.31
2022-05-08,35466.4,36606.7,33300.0,34037.4,260607.564
2022-05-09,34040.8,35344.9,29500.0,30662.2,338400.208
2022-05-10,30601.7,32899.9,29000.0,31021.1,373235.248
2022-05-11,31005.3,41000.0,20120.0,35150.0,88050.8
2022-05-12,29133.7,39044.1,25000.0,30325.7,4201.861
2022-05-13,29085.5,39999.9,20120.0,29289.8,35202.683
2022-05-14,29288.5,35600.0,24211.0,30088.8,137617.489
2022-05-15,30084.3,35600.0,26000.0,31326.9,129768.468
2022-05-16,31329.9,33900.0,28000.0,29874.9,163100.039
2022-05-17,29874.9,31999.8,28200.0,30451.0,173375.989
2022-05-18,30451.0,35999.0,27000.0,28694.0,215475.431
2022-05-19,28694.0,34498.9,27000.0,30318.8,222420.217
2022-05-20,30316.5,31499.9,28620.0,29450.0,169222.562
2022-05-21,29995.9,30000.0,28800.0,29442.9,130791.44
2022-05-22,29446.8,33999.9,27000.1,30295.2,143102.476
2022-05-23,30295.2,30998.9,28700.0,29106.2,203683.02
2022-05-24,29106.2,30000.0,27000.0,29652.8,133201.063
2022-05-25,29654.0,30899.9,28000.0,29543.3,129122.034
2022-05-26,29544.6,33999.9,25000.0,29228.1,144492.0
2022-05-27,29262.4,29930.0,27777.7,28620.9,141059.566
2022-05-28,28624.9,30999.9,28257.7,28760.1,113551.533
2022-05-29,28760.1,29799.9,28600.0,29476.2,109977.191
2022-05-30,29463.8,33000.0,28800.0,31743.6,137948.459
2022-05-31,31738.3,33000.0,29800.1,31797.6,124033.431
2022-06-01,31802.3,32950.4,28000.0,29790.7,127325.305
2022-06-02,29803.4,32750.0,28000.0,30453.1,110643.592
2022-06-03,30453.1,30862.2,28148.0,29700.6,116029.345
2022-06-04,29700.6,30709.8,28450.0,29872.5,104198.836
2022-06-05,29871.3,30476.8,28609.0,29912.5,102384.256
2022-06-06,29935.5,31999.9,29500.1,31363.3,140243.962
2022-06-07,31376.3,31949.9,25000.1,31131.5,118367.657
2022-06-08,31131.5,32999.9,28000.0,30216.6,138814.349
2022-06-09,30216.6,33000.0,27700.0,30125.0,103835.982
2022-06-10,30180.0,31300.0,27700.0,29088.3,118654.873
2022-06-11,29090.3,29770.2,28000.0,28360.1,131274.925
2022-06-12,28414.3,28699.9,25235.3,26617.6,146460.901
2022-06-13,26594.6,28000.0,20654.5,22490.0,200441.307
2022-06-14,22485.1,24551.8,20000.0,22086.1,241884.61
2022-06-15,22152.4,24208.8,19776.1,22584.2,210734.258
2022-06-16,22584.0,26091.4,20179.2,20393.7,181851.921
2022-06-17,20397.1,22104.0,20259.5,20467.4,210160.454
2022-06-18,20467.4,22167.5,17689.3,18995.1,207356.573
2022-06-19,18995.1,21000.0,17701.1,20579.6,211310.485
2022-06-20,20577.2,21102.7,19158.0,20573.4,242505.65
2022-06-21,20560.1,21758.0,20337.0,20740.0,181854.004
2022-06-22,20975.0,21285.4,19850.6,20434.2,141371.293
2022-06-23,20434.2,21208.9,18700.0,21100.8,167102.796
2022-06-24,21101.7,22000.0,20612.7,21260.0,150298.196
2022-06-25,21441.6,21700.0,20930.8,21488.6,134629.225
2022-06-26,21496.9,23852.8,21000.0,21043.0,129700.905
2022-06-27,21051.2,21800.0,20640.0,20731.1,114208.175
2022-06-28,20740.5,21500.0,20122.1,21150.0,122391.26
2022-06-29,21150.0,21250.0,19900.0,20594.0,104170.032
2022-06-30,20490.1,20700.0,18709.5,19490.0,171624.961
2022-07-01,19490.0,20578.9,18678.3,19309.8,143190.097
2022-07-02,19545.2,19700.0,19028.6,19350.0,123735.387
2022-07-03,19311.3,19598.0,19060.0,19317.8,117268.916
2022-07-04,19317.8,20500.0,19060.0,20233.7,132250.564
2022-07-05,20245.9,20893.6,19350.0,20100.0,156934.719
2022-07-06,20104.3,20893.6,19540.0,20559.5,174146.051
2022-07-07,20564.8,21838.8,20168.6,21100.0,120904.794
2022-07-08,21570.0,22158.0,20788.1,21420.0,29718.935
2022-07-09,21526.3,21999.9,20488.0,21450.4,8445.487
2022-07-10,21451.0,21542.4,19208.6,20450.0,10721.222
2022-07-11,20450.0,21277.5,20307.5,20483.2,8072.107
2022-07-12,20442.2,20499.0,19150.0,19332.4,116688.51
2022-07-13,19333.0,20550.0,18991.5,20248.8,158054.429
2022-07-14,20179.8,20700.0,19333.0,20590.1,145063.236
2022-07-15,20593.3,21400.0,20150.0,20834.7,160727.206
2022-07-16,20834.7,21800.0,20509.2,21209.0,153374.611
2022-07-17,21206.2,21788.0,20758.2,21090.1,148975.334
2022-07-18,21080.3,23420.0,20758.0,22484.2,177747.028
2022-07-19,22484.2,24000.0,21746.1,23405.9,181573.983
2022-07-20,23402.6,25108.2,22950.0,23419.6,130254.735
2022-07-21,23419.6,23898.0,22624.3,23662.4,107787.369
2022-07-22,23662.4,23985.0,22598.0,23479.0,118895.42
2022-07-23,23364.0,23800.0,22588.1,22904.0,102423.807
2022-07-24,22904.0,23788.0,22588.1,23400.0,101517.272
2022-07-25,23364.0,23569.0,21858.0,22644.0,100692.173
2022-07-26,22525.7,22876.9,21000.0,21724.0,108261.868
2022-07-27,21717.5,23332.0,21164.1,22951.5,104548.946
2022-07-28,22953.8,24400.0,22260.0,23849.5,161952.774
2022-07-29,23851.3,24150.0,23010.0,23751.8,146021.949
2022-07-30,23748.3,24651.7,23390.5,23636.0,127787.149
2022-07-31,23636.4,24399.9,23219.2,23300.9,161618.475
2022-08-01,23300.9,24377.0,22817.9,23260.7,103696.327
2022-08-02,23266.6,24187.0,22817.9,23564.0,93636.01
2022-08-03,23524.0,26154.1,22810.0,23844.0,94036.426
2022-08-04,23844.0,24301.0,22458.0,22621.1,114232.668
2022-08-05,22617.1,24198.0,22593.2,23305.7,110216.943
2022-08-06,23318.4,24000.0,22950.0,23019.1,108743.576
2022-08-07,23099.1,24000.0,22889.8,23184.2,105284.546
2022-08-08,23176.8,24200.0,20700.0,23816.4,133079.147
2022-08-09,23810.6,24556.0,23057.6,23808.0,120293.052
2022-08-10,23807.9,24062.4,23000.1,23750.0,117191.726
2022-08-11,23750.0,24964.6,23205.0,24499.9,132145.191
2022-08-12,24435.1,24549.0,23740.0,24399.3,117635.995
2022-08-13,24403.2,24883.6,24150.0,24429.3,131692.058
2022-08-14,24437.7,24949.0,24161.4,24332.6,125739.984
2022-08-15,24308.8,24948.0,23800.0,24697.0,115273.042
2022-08-16,24697.0,24699.9,23866.0,24150.0,98850.394
2022-08-17,24150.0,24699.0,23188.0,23700.0,105904.861
2022-08-18,23708.4,24662.0,23343.3,23851.2,101750.832
2022-08-19,23880.5,24119.0,20500.0,20841.1,159632.515
2022-08-20,20830.1,21500.0,20556.0,21143.7,155990.216
2022-08-21,21143.7,22150.0,20811.7,21517.6,123365.523
2022-08-22,21518.4,22148.0,20929.2,21401.4,142172.279
2022-08-23,21401.4,22164.1,20595.5,21519.3,155503.516
2022-08-24,21515.8,21999.0,21099.0,21470.0,154126.578
2022-08-25,21470.0,21998.9,21310.5,21562.8,126462.155
2022-08-26,21563.0,21900.0,19710.0,20230.0,154079.834
2022-08-27,20230.0,20610.0,19743.4,20000.0,129718.762
2022-08-28,19932.6,20596.3,19779.9,19949.2,116110.426
2022-08-29,19985.5,20283.9,19549.6,20002.0,112557.078
2022-08-30,20110.2,20543.6,19538.0,19803.1,124455.352
2022-08-31,19761.9,20498.5,19520.0,20045.6,120530.36
2022-09-01,20186.6,20421.4,19590.0,20124.2,122578.771
2022-09-02,20125.0,20419.9,19591.0,19965.8,109929.556
2022-09-03,19964.2,20298.0,19632.1,19834.2,104305.465
2022-09-04,19834.2,20288.4,19600.0,20067.8,104333.046
2022-09-05,20100.0,20499.0,19698.1,20048.3,107884.884
2022-09-06,20085.5,20350.0,18000.0,18790.1,132055.099
2022-09-07,18808.4,19490.0,18610.1,19281.0,130732.349
2022-09-08,19285.0,19482.0,19050.0,19315.5,144822.42
2022-09-09,19315.5,21400.0,19110.0,21299.0,110575.511
2022-09-10,21256.4,21550.0,20700.0,21499.9,108102.872
2022-09-11,21499.9,21604.9,20920.0,21461.9,97187.516
2022-09-12,21473.0,22500.0,21121.0,22199.8,114172.066
2022-09-13,22199.8,22895.1,20400.0,20659.8,115059.869
2022-09-14,20770.0,21545.5,20072.1,20475.4,113145.761
2022-09-15,20499.5,20999.0,19734.0,19879.1,100697.659
2022-09-16,19962.2,21250.0,19744.9,19850.6,98745.517
2022-09-17,19910.3,20500.0,19760.4,20365.9,94440.199
2022-09-18,20330.1,20499.9,19600.0,19691.7,99598.98
2022-09-19,19656.2,20265.1,18412.6,19526.1,128649.217
2022-09-20,19526.1,19749.0,18828.8,18973.9,141222.973
2022-09-21,19010.4,19693.4,18666.0,18735.0,137787.115
2022-09-22,18961.4,19480.0,18555.5,19386.0,150250.538
2022-09-23,19386.0,19480.0,18627.7,19284.6,144423.04
2022-09-24,19289.1,19333.0,18827.7,18920.1,146433.124
2022-09-25,18922.3,19799.0,18763.0,18807.7,102331.008
2022-09-26,18811.4,19799.0,18765.1,19427.8,103053.901
2022-09-27,19432.0,20300.0,18877.9,19084.0,143088.624
2022-09-28,19084.0,20150.0,18000.0,19404.6,150937.754
2022-09-29,19416.0,19634.1,18550.0,19590.9,168180.327
2022-09-30,19590.9,20083.5,19101.0,19430.0,146129.897
2022-10-01,19510.0,19882.0,19236.0,19400.0,115257.988
2022-10-02,19310.0,19805.9,19088.5,19101.0,102350.819
2022-10-03,19300.0,19732.2,19100.0,19630.6,116781.062
2022-10-04,19624.9,20375.4,19385.0,20251.7,140785.16
2022-10-05,20336.1,20362.7,19733.4,19990.0,133382.391
2022-10-06,20167.9,20445.6,19915.6,19947.2,138095.329
2022-10-07,19954.6,20199.0,19480.0,19773.0,105333.527
2022-10-08,19777.5,20100.0,19553.0,19554.0,104394.555
2022-10-09,19554.0,19946.0,19353.6,19629.9,103607.998
2022-10-10,19629.9,20000.0,19000.0,19131.8,116879.859
2022-10-11,19131.8,19365.5,18824.0,19226.0,132974.908
2022-10-12,19226.0,19400.0,19058.3,19200.7,109657.512
2022-10-13,19200.7,19596.9,17940.8,19150.0,87993.365
2022-10-14,19372.2,19800.0,19100.0,19186.4,136248.411
2022-10-15,19250.0,19647.3,19070.7,19209.5,107867.79
2022-10-16,19209.5,19552.0,19094.1,19310.0,100376.714
2022-10-17,19310.0,19613.7,19165.4,19546.6,136106.024
2022-10-18,19550.2,19619.9,19250.0,19329.7,137718.709
2022-10-19,19329.7,19619.9,19162.0,19290.0,105046.15
2022-10-20,19290.1,19541.0,19000.0,19046.7,110549.008
2022-10-21,19044.5,19800.0,18800.0,19191.0,39226.296
2022-10-22,19191.0,19635.8,19128.1,19396.9,52235.096
2022-10-23,19350.0,19624.9,19199.2,19255.0,12948.082
2022-10-24,19255.0,19600.0,19220.0,19329.8,107766.052
2022-10-25,19361.6,20200.6,19250.0,20110.4,113273.417
2022-10-26,20077.0,20896.0,19427.1,20470.0,69121.785
2022-10-27,20470.0,20836.0,20000.0,20436.2,98826.49
2022-10-28,20506.1,20800.0,19870.1,20590.0,127317.951
2022-10-29,20160.0,20800.0,19871.0,20621.6,101475.889
2022-10-30,20600.0,20850.0,20002.0,20625.9,107932.492
2022-10-31,20631.9,20780.0,20150.0,20501.1,129533.391
2022-11-01,20595.0,20799.9,20400.0,20480.7,105839.071
2022-11-02,20478.3,20990.0,20255.0,20499.7,111880.289
2022-11-03,20478.9,20819.0,20100.0,20334.0,104258.23
2022-11-04,20334.0,21600.0,20276.1,21148.9,133039.457
2022-11-05,21142.9,22299.0,20900.0,21898.6,107753.056
2022-11-06,21432.0,22249.7,21090.0,21090.6,113212.719
2022-11-07,21455.5,21536.7,20080.0,20587.8,124706.299
2022-11-08,20587.8,20931.7,15000.0,18533.5,184821.215
2022-11-09,18543.6,18988.9,15555.5,15903.0,193780.438
2022-11-10,15900.3,18252.0,15629.8,17595.1,229910.855
2022-11-11,17597.6,18008.0,16300.1,17040.7,199792.202
2022-11-12,17046.9,18888.8,16500.0,17000.0,148808.805
2022-11-13,16850.0,18349.5,16337.0,16779.9,110309.716
2022-11-14,16779.9,17150.0,15901.0,16611.7,151345.713
2022-11-15,16619.9,17080.0,16293.1,16902.5,126171.322
2022-11-16,16865.2,17500.0,16400.0,16674.6,149983.365
2022-11-17,16662.7,17750.0,16402.4,16695.4,187008.871
2022-11-18,16690.0,17250.0,16550.1,16696.8,167270.83
2022-11-19,16696.8,16815.8,16500.0,16702.9,139601.675
2022-11-20,16679.7,16800.0,16200.0,16287.7,144026.448
2022-11-21,16288.6,16450.0,15585.0,15909.3,157952.743
2022-11-22,16149.9,16300.0,15666.7,16222.1,136076.349
2022-11-23,16250.0,16700.0,16137.9,16609.1,188212.252
2022-11-24,16608.0,16888.0,16462.4,16601.9,157696.673
2022-11-25,16604.0,16705.6,16310.0,16511.8,163072.439
2022-11-26,16519.5,16693.6,16368.0,16461.6,138965.407
2022-11-27,16455.5,16620.6,16388.0,16425.1,140839.072
2022-11-28,16428.0,16558.1,16011.0,16213.3,203622.818
2022-11-29,16215.6,16600.0,16081.3,16437.0,189224.157
2022-11-30,16433.2,17280.0,16398.1,17162.8,232186.441
2022-12-01,17161.1,17396.0,16860.0,16969.0,207350.603
2022-12-02,16975.1,17104.9,16800.0,17093.2,165983.963
2022-12-03,17090.6,17129.8,16820.1,16880.1,129970.065
2022-12-04,16884.6,17300.0,16878.8,17106.7,180649.275
2022-12-05,17105.7,17494.6,16882.0,16967.5,197222.233
2022-12-06,16965.8,17200.0,16910.0,17084.4,173507.568
2022-12-07,17083.5,17190.3,16200.0,16990.0,153940.25
2022-12-08,16843.8,17882.3,16790.0,17221.5,153681.135
2022-12-09,17221.5,17390.0,17000.0,17125.9,167354.367
2022-12-10,17125.9,17247.0,17005.0,17125.8,140798.243
2022-12-11,17125.8,17411.7,17026.0,17092.3,142468.507
2022-12-12,17092.3,17400.0,16878.2,17205.2,172675.778
2022-12-13,17208.0,17999.9,17053.4,17779.0,247158.947
2022-12-14,17779.0,18450.0,17658.0,17802.2,216138.379
2022-12-15,17802.2,17863.0,17300.0,17354.5,195845.318
2022-12-16,17354.5,17625.0,16500.0,16628.0,175043.434
2022-12-17,16625.0,16990.0,16571.0,16776.9,126957.843
2022-12-18,16777.0,17318.0,16700.0,16762.0,112759.737
2022-12-19,16762.0,16968.0,16200.0,16440.3,151244.799
2022-12-20,16437.3,17140.0,16378.0,16898.9,198353.002
2022-12-21,16897.0,16938.7,16717.0,16885.9,149851.97
2022-12-22,16825.0,17089.1,16600.0,16820.0,134479.539
2022-12-23,16820.5,17039.7,16751.0,16782.3,120987.015
2022-12-24,16782.3,16898.0,16756.0,16835.7,105291.286
2022-12-25,16835.7,16898.5,16702.4,16832.9,109876.584
2022-12-26,16830.7,16988.0,16710.0,16908.1,125941.219
2022-12-27,16920.0,16980.0,16645.7,16708.2,127215.118
2022-12-28,16705.0,16829.0,16500.0,16552.5,145204.836
2022-12-29,16552.5,16655.0,16500.0,16642.1,124143.884
2022-12-30,16642.1,16775.0,16422.4,16606.0,116204.65
2022-12-31,16610.4,16820.0,16500.0,16595.0,102655.173
2023-01-01,16720.0,16794.0,16525.2,16621.5,104128.631
2023-01-02,16621.5,16987.0,16572.0,16674.3,127001.778
2023-01-03,16673.3,16936.2,16580.0,16675.0,155524.399
2023-01-04,16675.0,16979.0,16639.0,16850.4,154239.39
2023-01-05,16793.7,16958.2,16756.0,16832.4,199232.66
2023-01-06,16832.4,17050.0,16650.0,16949.2,117827.361
2023-01-07,16949.2,17338.0,16700.0,16940.8,138818.233
2023-01-08,16943.3,17228.0,16810.1,17111.8,137375.849
2023-01-09,17115.7,17398.0,16931.7,17180.0,167742.897
2023-01-10,17180.0,17499.0,17128.5,17440.0,137494.353
2023-01-11,17419.6,17799.9,17200.0,17628.0,143121.74
2023-01-12,17728.2,18899.0,17628.0,18803.3,218331.67
2023-01-13,18803.3,19999.9,18551.0,19930.9,197189.324
2023-01-14,19930.9,23000.0,19560.0,20950.1,251259.806
2023-01-15,20956.4,21156.0,20500.0,20872.1,188973.155
2023-01-16,20872.5,21443.7,20600.3,21191.6,248612.045
2023-01-17,21183.4,21677.0,20881.7,21130.8,201005.805
2023-01-18,21129.6,21729.1,20417.6,20681.9,194916.694
2023-01-19,20674.4,21180.0,20650.0,20977.8,164610.863
2023-01-20,21071.5,22724.3,20702.3,22284.0,130123.739
2023-01-21,21846.0,23845.3,21435.0,22769.8,160215.027
2023-01-22,22776.4,23201.7,22223.0,22709.3,180902.315
2023-01-23,22760.6,28000.0,22420.0,22920.4,211522.986
2023-01-24,22911.1,23378.6,22321.9,22626.5,202587.821
2023-01-25,22630.3,23965.2,22022.1,23056.4,205688.571
2023-01-26,23047.4,23452.0,22800.0,23008.9,207400.49
2023-01-27,23008.9,23490.0,22018.0,23071.1,203304.208
2023-01-28,23065.1,23200.6,22700.0,23024.7,162138.366
2023-01-29,23028.4,24283.7,22742.4,23747.8,225154.75
2023-01-30,23747.1,23822.1,22345.8,22823.8,233842.877
2023-01-31,22823.8,23425.4,22489.3,23131.2,189083.324
2023-02-01,23131.2,23999.0,22700.0,23726.4,202398.518
2023-02-02,23726.4,26750.0,23333.0,23481.5,199172.979
2023-02-03,23491.8,25470.0,23222.0,23431.1,185822.126
2023-02-04,23425.4,23600.0,23170.0,23325.0,142605.227
2023-02-05,23321.7,23700.0,22800.0,23087.7,123782.291
2023-02-06,23143.7,23319.9,22625.0,22761.4,140910.936
2023-02-07,22759.4,23998.9,20941.5,23253.9,189002.105
2023-02-08,23252.4,25688.0,21450.1,22962.4,214449.084
2023-02-09,22960.3,23109.1,21700.0,21796.9,222471.634
2023-02-10,21796.9,24555.0,18838.1,21636.5,203679.726
2023-02-11,21636.6,24299.9,19200.1,21861.0,187606.274
2023-02-12,21864.1,22458.0,21695.0,21832.0,142707.962
2023-02-13,21956.0,22220.0,21500.0,21771.5,122234.679
2023-02-14,21776.7,22338.0,21622.0,22203.1,171144.357
2023-02-15,22201.1,24697.9,22000.0,24329.8,226769.349
2023-02-16,24333.3,25500.0,23500.0,23526.3,237279.71
